Locus_tag	Old_locus_tag	Mutant_norm_replica1	Mutant_norm_replica2	Mutant_norm_replica3	WildType_norm_replica1	WildType_norm_replica2	WildType_norm_replica3	FoldChange	pvalue	padj
SMLT_RS00005	Smlt0001	1644.718143	1609.045177	1855.614814	2019.302515	2308.007911	2764.390048	0.720651367	0.009639376	0.014834092
SMLT_RS00010	Smlt0002	3359.977245	3059.751513	3987.461111	3503.355793	3490.92482	3472.466955	0.994165712	0.958916671	0.966360491
SMLT_RS00015	Smlt0004	238.3541869	305.6819312	226.6750045	526.9987666	560.6598739	630.043942	0.449490861	4.96E-09	1.39E-08
SMLT_RS00020	Smlt0005	6102.164198	5740.516075	6098.200019	6938.645209	6646.207967	6809.098749	0.879684043	0.150255852	0.189806731
SMLT_RS00025	Smlt0006	299.9847087	251.4362168	213.8270285	585.7833648	612.2003556	592.4725142	0.428017422	1.18E-10	3.73E-10
SMLT_RS00030	Smlt0007	4993.557341	4690.788196	5697.159627	1020.995653	1083.6072	1160.379095	4.712737832	7.60E-45	1.20E-43
SMLT_RS00035	Smlt0008	10392.53956	8988.661487	11561.34294	12817.10503	10531.85745	8059.071248	0.985074159	0.921419477	0.93527402
SMLT_RS00040	Smlt0009	5317.303215	4281.746187	5161.215487	10622.48003	11268.50921	9150.087708	0.475472912	5.10E-10	1.55E-09
SMLT_RS00045	Smlt0010	8149.337074	6620.909359	9223.929028	23797.4492	23990.20859	20369.49405	0.352019033	6.79E-16	3.00E-15
SMLT_RS00050	Smlt0011	3751.293931	3018.700702	4067.302105	10373.93462	9526.189516	9005.582216	0.374866017	1.47E-15	6.39E-15
SMLT_RS00055	Smlt0012	2105.090716	1636.901085	1869.380503	6186.821136	6179.829462	6145.818544	0.303108706	3.59E-27	2.84E-26
SMLT_RS00060	Smlt0013	261.3728155	255.8345179	258.7949444	149.5397674	165.9352093	183.5219739	1.560030472	0.000535089	0.000957638
SMLT_RS00065	Smlt0014	135.1416262	109.224479	162.4351247	172.2285597	130.7368316	122.8296676	0.949950469	0.768151686	0.803709854
SMLT_RS00070	Smlt0015	363.1003033	345.9996919	412.9706559	416.6487313	442.4938915	621.3736125	0.758770997	0.066587221	0.090504994
SMLT_RS00075	Smlt0016	420.2756067	314.4785335	301.9274351	572.3763512	897.5586322	888.7087713	0.440093811	1.69E-06	3.90E-06
SMLT_RS00080	Smlt0017	109.1528519	119.4871817	76.17014321	100.0369479	51.54048168	62.13736125	1.419467326	0.115604772	0.149503694
SMLT_RS00085	Smlt0018	121.7759709	93.83042492	77.08785577	142.3206062	222.5040307	209.5329623	0.512031366	0.000413576	0.000750514
SMLT_RS00090	Smlt0019	262.8578883	186.1947495	173.4476755	184.6042646	271.5303425	280.3406531	0.847951532	0.361271398	0.419907504
SMLT_RS00095	Smlt0020	700.9543688	447.893669	723.1575042	139.22668	167.1922942	134.3901069	4.244395464	5.89E-17	2.75E-16
SMLT_RS00100	Smlt0021	237.6116504	163.4701934	275.3137706	101.0682566	131.9939165	82.36813003	2.138562967	0.000101383	0.000197196
SMLT_RS00105	Smlt0023	54.94769417	48.38131285	33.03765247	33.00187971	26.3987833	41.90659247	1.359020154	0.1982495	0.243862298
SMLT_RS00110	Smlt0024	60.14544902	28.58895759	30.28451477	40.22104089	31.42712298	26.01098843	1.2133093	0.486910293	0.546492311
SMLT_RS00115	Smlt0025	273.253398	238.9743635	290.9148843	220.7000705	197.3623323	174.8516444	1.349834897	0.027796554	0.040083723
SMLT_RS00120	Smlt0026	92.81705096	85.76687278	79.84099348	97.97433038	60.34007611	89.59340459	1.041218387	0.824931391	0.8546404
SMLT_RS00135	Smlt0029	378.6935679	355.5293444	423.9832068	128.9135926	95.53845384	112.7142832	3.423297259	1.03E-17	5.02E-17
SMLT_RS00140	Smlt0032	236.869114	212.5845565	206.485328	146.4458412	165.9352093	125.7197774	1.495303115	0.004298858	0.006927154
SMLT_RS00145	Smlt0033	107.6677791	63.77536694	80.75870605	102.0995653	129.4797467	104.0439537	0.752006577	0.13275438	0.169645489
SMLT_RS00150	Smlt0034	30.44399271	22.72455604	31.20222734	31.97057097	76.68218006	66.47252599	0.484248771	0.006326955	0.009966825
SMLT_RS00155	Smlt0035	11.88058252	11.72880312	6.423987981	22.6887923	33.94129281	20.23076878	0.395123084	0.00367279	0.005986908
SMLT_RS00160	Smlt0036	59.40291261	71.83891908	47.72105357	93.84909542	95.53845384	119.9395578	0.58278338	0.003145281	0.005168633
SMLT_RS00165	Smlt0037	17.82087378	16.12710428	28.44908963	74.25422934	40.22671741	40.46153756	0.395832988	0.00075256	0.00132483
SMLT_RS00170	Smlt0038	18.56341019	23.45760623	15.60111367	35.06449719	66.62550071	59.24725142	0.362444504	8.83E-05	0.000173082
SMLT_RS00175	Smlt0040	89.10436892	65.97451752	91.77125687	70.12899438	87.99594433	79.4780202	1.039264574	0.829223488	0.858735635
SMLT_RS00180	Smlt0041	163.3580097	144.4108884	103.7015203	100.0369479	86.73885941	93.92856933	1.4677973	0.028732049	0.041326807
SMLT_RS00185	Smlt0042	268.7981796	205.2540545	185.3779389	161.9154723	121.9372371	93.92856933	1.737664291	0.003093085	0.005087813
SMLT_RS00190	Smlt0044	85.39168688	76.23722025	64.23987981	40.22104089	31.42712298	52.02197686	1.840787802	0.002949429	0.004860989
SMLT_RS00195	Smlt0045	218.3057038	214.783707	185.3779389	46.40889334	46.512142	36.12637282	4.76605227	2.33E-20	1.32E-19
SMLT_RS00200	Smlt0046	483.3912014	488.9444799	525.8493019	489.8716519	407.2955138	421.9560345	1.133983908	0.278173398	0.33014344
SMLT_RS00205	Smlt0047	397.9995145	501.4063332	423.0654942	2289.505405	2438.744743	2226.829621	0.190196881	1.89E-47	3.24E-46
SMLT_RS00210	Smlt0048	1651.400971	1985.832977	2049.252166	5282.363371	6289.19585	5807.675694	0.327180285	7.49E-22	4.53E-21
SMLT_RS00215	Smlt0049	448.4919902	551.9867966	524.0138768	554.8441026	566.9452985	586.6922946	0.892467358	0.323996126	0.380513195
SMLT_RS00220	Smlt0050	754.4169902	547.5884954	803.9162102	114.4752702	105.5951332	65.02747107	7.337896634	6.09E-27	4.75E-26
SMLT_RS00225	Smlt0051	121.0334344	82.10162181	151.4225738	80.44208179	131.9939165	85.25823985	1.189435941	0.424861932	0.484913427
SMLT_RS00230	Smlt0052	877.6780338	683.2027815	791.9859468	319.7057097	214.9615211	179.1868092	3.283935738	8.93E-12	3.02E-11
SMLT_RS00235	Smlt0053	1144.248604	945.6347512	1117.773909	1267.478443	683.8541959	488.4285605	1.313285191	0.22751826	0.276705489
SMLT_RS00240	Smlt0054	299.9847087	370.9233985	236.7698427	351.6762806	181.0202283	219.6483467	1.20447092	0.3648521	0.423195001
SMLT_RS00245		15908.1	23686.31789	16137.97552	584.7520561	1469.53227	2054.868086	13.56980179	3.30E-22	2.04E-21
SMLT_RS00310	Smlt0073	415.0778519	428.8343639	533.1910024	521.8422229	598.3724214	606.9230634	0.797234586	0.076549744	0.10285864
SMLT_RS00315	Smlt0074	1454.628823	1279.90564	1353.626039	404.2730264	309.2428901	343.9230692	3.8603237	4.45E-28	3.74E-27
SMLT_RS00320	Smlt0075	2394.679915	3273.80217	2442.033145	4065.419056	2799.528115	2463.818626	0.869223741	0.410488402	0.470523609
SMLT_RS00325	Smlt0076	4048.308495	4234.830975	2289.692859	355.8015156	139.536426	196.5274681	15.24769706	5.52E-28	4.59E-27
SMLT_RS00330	Smlt0077	22767.65133	26228.53597	17271.35054	706.4464875	123.1943221	163.2912051	66.69234185	4.52E-13	1.67E-12
SMLT_RS00335	Smlt0078	151.4774272	161.2710428	171.6122504	78.37946431	87.99594433	67.9175809	2.060647041	2.35E-06	5.31E-06
SMLT_RS00340	Smlt0079	246.5220873	246.3048654	295.5034471	84.56731675	70.39675546	119.9395578	2.8811896	7.48E-10	2.24E-09
SMLT_RS00345	Smlt0080	222.0183859	251.4362168	223.0041542	578.5642036	817.1051974	848.2472338	0.310816535	1.71E-15	7.36E-15
SMLT_RS00350	Smlt0082	916.289927	947.1008515	938.8199578	282.578595	274.0445123	206.6428525	3.660524618	3.81E-24	2.56E-23
SMLT_RS00355	Smlt0083	1232.610437	1163.350659	1698.685965	2267.847921	2075.447201	2143.016436	0.63099276	0.00083989	0.001468357
SMLT_RS00360	Smlt0084	82.42154125	67.44061791	100.03067	192.8547345	242.6173894	192.1923034	0.396823089	2.24E-08	5.98E-08
SMLT_RS00365	Smlt0085	1009.106978	648.7494223	1080.147693	83.53600801	91.76719909	53.46703177	11.90618847	8.55E-36	9.84E-35
SMLT_RS00370	Smlt0086	1160.584405	906.0500406	1137.963585	143.351915	155.87853	83.81318494	8.327107259	5.19E-33	5.36E-32
SMLT_RS00375	Smlt0087	412.8502427	438.3640164	496.4824997	218.6374531	165.9352093	148.840656	2.514520013	5.71E-10	1.73E-09
SMLT_RS00380	Smlt0088	2269.191262	1780.578923	2513.614726	396.0225565	333.1275035	267.3351589	6.571772517	7.21E-34	7.80E-33
SMLT_RS00385	Smlt0089	471.5106189	458.8894219	478.1282483	51.56543704	75.42509514	28.90109826	8.972693104	3.43E-28	2.91E-27
SMLT_RS00390	Smlt0090	722.4879246	763.8383029	832.3652998	337.2379583	226.2752854	205.1977976	3.005270217	6.02E-12	2.06E-11
SMLT_RS00395	Smlt0091	1869.706674	1574.591818	1817.988599	2339.008224	3286.019978	3884.307605	0.553522816	0.000143765	0.000274349
SMLT_RS00400	Smlt0092	524.2307038	572.5122021	581.8297686	402.2104089	245.1315592	326.5824103	1.720723065	0.000412995	0.000749729
SMLT_RS00405	Smlt0093	1200.681371	1016.74062	1160.906399	74.25422934	71.65384038	70.80769072	15.56719805	2.98E-89	1.71E-87
SMLT_RS00410	Smlt0094	2801.589866	2762.133134	2969.717872	288.7664474	260.2165782	268.7802138	10.42343173	3.21E-108	2.43E-106
SMLT_RS00415	Smlt0095	983.8607401	1002.079616	1130.621885	876.6124297	911.3865663	1051.999976	1.097831675	0.410730267	0.470587767
SMLT_RS00420	Smlt0096	150.7348908	157.6057919	145.9162984	217.6061443	147.0789355	163.2912051	0.857752075	0.322744067	0.379306688
SMLT_RS00425	Smlt0097	553.1896237	541.7240939	763.5368572	478.5272558	519.1760715	473.9780114	1.261803111	0.096942437	0.127320249
SMLT_RS00430	Smlt0098	797.4841018	884.791585	1053.534029	2023.42775	2134.530192	2391.565881	0.417626797	1.88E-12	6.64E-12
SMLT_RS00435	Smlt0099	527.9433858	568.8469511	527.684727	1202.505992	1285.997872	1398.813156	0.418167622	1.88E-16	8.49E-16
SMLT_RS00440	Smlt0101	612.5925363	521.9317386	524.0138768	220.7000705	214.9615211	180.6318641	2.685473725	1.53E-14	6.17E-14
SMLT_RS00445	Smlt0102	2477.843992	2501.900315	2356.685877	2205.969397	1876.827784	2388.675771	1.133851626	0.259137128	0.310314872
SMLT_RS00450		253.204915	307.8810818	246.864681	99.00563912	41.48380233	56.3571416	4.068129224	1.08E-10	3.42E-10
SMLT_RS00455	Smlt0103	1444.233313	1546.002861	1377.486566	1117.938675	901.3298869	952.2911875	1.469105117	0.000719303	0.001269372
SMLT_RS00460	Smlt0104	1114.547148	1198.537068	1159.988687	1403.611196	1426.791383	1563.549416	0.790689573	0.017710501	0.026280266
SMLT_RS00465	Smlt0105	1410.076638	1414.053826	1159.070974	468.2141684	406.0384288	446.521968	3.015441402	2.77E-20	1.56E-19
SMLT_RS00470	Smlt0106	246.5220873	244.1057148	333.1296625	172.2285597	173.4777188	156.0659306	1.637475391	0.000905138	0.001577526
SMLT_RS00475	Smlt0107	152.9625	145.8769887	143.1631607	94.88040416	155.87853	111.2692283	1.223897033	0.233971436	0.283803876
SMLT_RS00480	Smlt0108	588.0888349	738.9145963	668.09475	291.8603737	265.2449179	232.653841	2.520844321	1.66E-12	5.89E-12
SMLT_RS00485	Smlt0109	3582.738167	4627.012829	4225.148666	1023.058271	776.8784799	648.8296558	5.072479403	3.39E-26	2.53E-25
SMLT_RS00490		906.6369537	888.456836	1126.951034	502.2473568	618.4857801	765.8791038	1.55043039	0.003677193	0.005992156
SMLT_RS00495	Smlt0110	393.5442961	400.2454063	379.9330035	152.6336936	94.28136893	85.25823985	3.506742399	6.65E-13	2.43E-12
SMLT_RS00500	Smlt0111	672.7379853	672.9400787	774.549408	283.6099037	178.5060585	82.36813003	3.877081827	7.77E-08	2.00E-07
SMLT_RS00505	Smlt0112	2458.538046	2097.256607	2464.058247	804.4208179	525.4614961	391.6098814	4.070986395	5.88E-14	2.29E-13
SMLT_RS00510	Smlt0113	3581.253094	3407.950355	3151.424961	1047.809681	651.169988	460.9725172	4.688828787	1.03E-14	4.20E-14
SMLT_RS00515	Smlt0114	859.1146237	813.6857161	768.12542	366.114603	226.2752854	174.8516444	3.170145994	1.31E-09	3.85E-09
SMLT_RS00520	Smlt0115	196.772148	163.4701934	163.3528372	113.4439615	81.71051974	85.25823985	1.858310531	0.000131587	0.000252454
SMLT_RS00525	Smlt0116	289.589199	290.2878771	356.9901892	120.6631227	69.13967055	112.7142832	3.089985294	1.71E-10	5.37E-10
SMLT_RS00530	Smlt0117	1489.528034	1397.193671	1644.540923	194.917352	232.56071	187.8571387	7.360969977	4.99E-58	1.22E-56
SMLT_RS00535	Smlt0118	288.1041262	266.8302709	253.288669	254.733259	165.9352093	122.8296676	1.480242097	0.041735886	0.05863174
SMLT_RS00540	Smlt0119	256.917597	291.7539775	267.0543575	271.2341988	393.4675796	393.0549363	0.772922927	0.082684861	0.11022471
SMLT_RS00545	Smlt0120	1496.953398	1358.342011	1486.694361	1056.060151	1531.129431	1472.510956	1.070107262	0.620029923	0.669627027
SMLT_RS00550	Smlt0121	247.2646237	288.8217767	295.5034471	399.1164827	633.5707992	809.2307511	0.452010114	2.67E-05	5.51E-05
SMLT_RS00555	Smlt0122	217.5631674	227.9786106	250.5355313	243.3888628	285.3582766	393.0549363	0.756839065	0.081515642	0.108895435
SMLT_RS00560	Smlt0123	84.64915047	79.16942103	95.44210715	177.3851034	202.390672	221.0934017	0.43161497	1.20E-08	3.26E-08
SMLT_RS00565	Smlt0124	122.5185073	121.6863323	115.6317837	229.9818492	222.5040307	208.0879074	0.544427054	2.70E-06	6.09E-06
SMLT_RS00570	Smlt0125	23.01862864	34.45335915	19.27196394	199.042587	188.5627379	130.0549421	0.148921681	6.93E-19	3.61E-18
SMLT_RS00575	Smlt0126	69.05588591	49.11436304	58.7336044	243.3888628	140.7935109	117.0494479	0.351369544	3.08E-06	6.91E-06
SMLT_RS00580	Smlt0127	187.1191747	159.8049424	265.2189324	374.3650729	276.5586822	222.5384566	0.698185039	0.064207118	0.087552017
SMLT_RS00585	Smlt0128	152.2199636	89.43212375	130.3151848	226.887923	130.7368316	154.6208757	0.723768432	0.118098314	0.152222954
SMLT_RS00590	Smlt0129	1493.240716	882.5924344	1946.468358	1469.614956	923.9574155	540.4505374	1.47200372	0.142492334	0.180902379
SMLT_RS00595	Smlt0130	1770.206796	1065.121933	2368.61614	1141.658776	634.8278841	362.7087831	2.430217993	0.001571681	0.002668485
SMLT_RS00600	Smlt0131	1306.864077	865.7322799	1674.825438	417.6800401	370.8400511	274.5604334	3.613401757	5.06E-11	1.63E-10
SMLT_RS00605	Smlt0133	342.3092839	289.5548269	323.0348242	128.9135926	74.16801022	86.70329477	3.273279119	8.51E-12	2.88E-11
SMLT_RS00610	Smlt0134	887.3310071	807.0882644	784.6442463	238.2323191	139.536426	135.8351618	4.802837899	2.96E-19	1.57E-18
SMLT_RS00615	Smlt0135	128.4587985	167.1354444	206.485328	82.50469927	51.54048168	44.7967023	2.776656178	1.90E-06	4.35E-06
SMLT_RS00620	Smlt0136	382.4062499	554.1859472	467.1156975	2877.351387	1586.441168	1835.219739	0.222778485	8.97E-16	3.95E-15
SMLT_RS00625	Smlt0137	690.5588591	540.9910437	874.580078	213.4809094	164.6781244	144.5054913	4.014713834	2.85E-15	1.20E-14
SMLT_RS00630	Smlt0138	213.107949	172.2667958	198.2259148	426.9618187	421.1234479	395.9450461	0.468716168	8.93E-10	2.66E-09
SMLT_RS00635	Smlt0139	2146.672755	2170.561627	2966.047022	661.0689029	274.0445123	307.7966964	5.849020145	3.12E-14	1.24E-13
SMLT_RS00640	Smlt0140	3554.521783	3597.810356	2971.553298	880.7376647	300.4432956	391.6098814	6.428270377	7.27E-14	2.82E-13
SMLT_RS00645	Smlt0141	296.2720267	306.4149814	269.8074952	183.5729559	116.9088975	111.2692283	2.107394306	1.14E-05	2.43E-05
SMLT_RS00650	Smlt0142	360.8726941	286.6226261	395.5341171	726.0413536	594.6011667	648.8296558	0.52888436	3.25E-06	7.26E-06
SMLT_RS00655	Smlt0143	121.7759709	96.7626257	141.3277356	465.1202421	321.8137393	358.3736184	0.313124679	2.80E-12	9.78E-12
SMLT_RS00660	Smlt0144	611.1074635	584.9740554	572.6526429	807.5147441	676.3116864	816.4560257	0.769031319	0.019472905	0.028685283
SMLT_RS00665	Smlt0145	363.8428397	291.0209273	339.5536504	504.3099743	522.9473263	508.6593293	0.647320594	0.000251889	0.000467972
SMLT_RS00670	Smlt0146	1518.486954	1504.95205	1688.591126	3520.888041	3879.36406	4291.813091	0.40302574	8.35E-17	3.86E-16
SMLT_RS00675	Smlt0147	634.1260921	505.8046343	607.5257205	1252.008811	1258.342004	1118.472502	0.481292264	5.21E-10	1.58E-09
SMLT_RS00680	Smlt0148	112.1229976	117.2880312	106.454658	155.7276199	218.7327759	218.2032918	0.568956404	0.000279003	0.000517055
SMLT_RS00685	Smlt0149	2601.847572	2680.764562	2921.996819	1114.844749	1580.155743	1674.818644	1.878630361	7.64E-06	1.65E-05
SMLT_RS00690	Smlt0150	79.45139562	70.37281869	77.08785577	374.3650729	496.548543	645.939546	0.149801208	3.15E-27	2.51E-26
SMLT_RS00695	Smlt0151	118.8058252	129.0168343	134.9037476	17348.67564	19733.71906	16375.36227	0.007151858	0	0
SMLT_RS00700	Smlt0152	28.9589199	23.45760623	23.86052679	1598.528548	1743.576783	1128.587887	0.017087018	5.00E-106	3.56E-104
SMLT_RS00705	Smlt0153	103.9550971	137.8134366	92.68896944	1776.944961	2437.487658	2060.648306	0.053432601	1.67E-78	7.12E-77
SMLT_RS00710	Smlt0154	949.7040654	1048.994829	1098.501945	357.8641331	393.4675796	393.0549363	2.708257539	2.83E-19	1.51E-18
SMLT_RS00715	Smlt0155	986.8308858	1085.647338	991.1295742	543.4997064	633.5707992	628.598887	1.698374696	1.41E-06	3.27E-06
SMLT_RS00720	Smlt0156	700.9543688	672.9400787	781.8911086	704.38387	722.8238284	806.3406413	0.965429461	0.75168406	0.787945424
SMLT_RS00725	Smlt0157	66.82827669	71.10586889	66.99301752	49.50281956	82.96760465	111.2692283	0.848429984	0.455091156	0.515464546
SMLT_RS00730	Smlt0158	412.8502427	461.8216227	445.0905958	128.9135926	109.366388	124.2747225	3.636250544	2.08E-23	1.35E-22
SMLT_RS00735	Smlt0159	473.7382281	493.342781	481.7990986	187.6981908	186.048568	189.3021936	2.573655584	1.19E-16	5.47E-16
SMLT_RS00740	Smlt0160	1527.397391	1535.740158	1603.243858	417.6800401	326.8420789	281.785708	4.533919763	5.90E-29	5.23E-28
SMLT_RS00745	Smlt0161	5566.795448	4764.826266	6110.130283	2699.966284	2370.862157	1875.681277	2.365957819	7.25E-10	2.18E-09
SMLT_RS00750	Smlt0162	741.7938712	756.5078009	676.3541632	759.0432333	676.3116864	800.5604217	0.973123908	0.805273871	0.837531144
SMLT_RS00755	Smlt0163	5476.948543	6279.307968	4398.596342	2936.135985	1894.426973	2059.203251	2.344184748	1.78E-07	4.46E-07
SMLT_RS00760	Smlt0164	2063.508677	2082.595603	2668.70815	2612.305041	2602.165782	2612.659282	0.870472496	0.239398411	0.289831219
SMLT_RS00765	Smlt0165	2284.784526	2812.713597	2764.150257	1385.047639	1191.716503	1024.543933	2.181449984	2.44E-09	7.00E-09
SMLT_RS00770	Smlt0166	895.4989076	1439.710582	1057.204879	966.3362902	1343.823778	1270.203268	0.947954193	0.746982205	0.784641266
SMLT_RS00775	Smlt0167	432.8987257	535.1266421	411.1352308	178.4164122	170.963549	216.7582369	2.44253547	3.99E-10	1.22E-09
SMLT_RS00780	Smlt0168	91.33197814	73.30501947	138.5745979	522.8735316	754.2509514	820.7911904	0.144128488	2.81E-22	1.74E-21
SMLT_RS00785	Smlt0169	149.9923543	123.1524327	171.6122504	411.4921876	472.6639295	539.0054825	0.312306698	3.39E-15	1.43E-14
SMLT_RS00790	Smlt0170	219.7907767	247.7709658	215.6624537	1547.99442	1607.811611	1768.747213	0.138881642	9.87E-69	3.25E-67
SMLT_RS00795	Smlt0171	807.8796115	1056.325331	916.7948562	2657.682625	3328.760866	3751.362554	0.285669475	4.21E-19	2.22E-18
SMLT_RS00800	Smlt0172	426.215898	504.338534	457.9385718	2649.432155	3059.744693	3447.901022	0.151683986	4.10E-53	8.38E-52
SMLT_RS00805	Smlt0173	219.0482403	242.6396144	202.8144777	82.50469927	56.56882136	57.80219651	3.349420599	4.88E-13	1.80E-12
SMLT_RS00810	Smlt0174	180.4363471	147.3430891	154.1757115	299.0795349	331.8704186	286.1208727	0.525640313	1.07E-06	2.51E-06
SMLT_RS00815		94.30212377	76.23722025	110.1255082	45.3775846	46.512142	53.46703177	1.933072922	0.000504568	0.000905575
SMLT_RS00820	Smlt0176	83.90661406	68.9067183	96.35981972	31.97057097	36.45546265	47.68681212	2.161900532	0.000166483	0.000315458
SMLT_RS00825	Smlt0177	3.712682038	10.26270273	1.835425137	7.219161186	16.34210395	14.45054913	0.428524887	0.080822445	0.108112032
SMLT_RS00830	Smlt0178	4.455218446	8.796602336	0	5.156543704	2.514169838	14.45054913	0.620757511	0.481946091	0.541881836
SMLT_RS00835	Smlt0179	48.2648665	45.44911207	47.72105357	34.03318845	43.99797217	40.46153756	1.198811153	0.370470639	0.429023981
SMLT_RS00840	Smlt0180	144.0520631	149.5422397	95.44210715	279.4846688	307.9858052	372.8241675	0.406849612	9.68E-08	2.48E-07
SMLT_RS00845	Smlt0181	3808.469235	3973.132055	3506.579725	3668.365191	4303.001678	4517.241657	0.904102211	0.360971853	0.419752066
SMLT_RS00850	Smlt0182	44033.15151	43065.96589	47161.24891	29704.78566	27538.95932	30214.65317	1.535128808	4.67E-06	1.03E-05
SMLT_RS00855	Smlt0183	1257.114138	1205.13452	907.6177305	310.423931	110.6234729	104.0439537	6.39117807	6.50E-12	2.21E-11
SMLT_RS00860	Smlt0184	1194.74108	3544.297691	1728.97048	20174.46159	34374.98711	41264.98809	0.067510246	5.32E-23	3.40E-22
SMLT_RS00865	Smlt0185	275.4810072	318.1437845	262.4657947	256.7958765	401.0100892	523.1098784	0.72676377	0.093430608	0.123027091
SMLT_RS00870	Smlt0186	124.0035801	214.783707	135.8214602	203.167822	206.1619267	239.8791155	0.732698895	0.087540262	0.115997896
SMLT_RS00875	Smlt0187	187.1191747	255.1014678	234.016705	726.0413536	680.0829412	764.4340488	0.311513662	5.10E-19	2.68E-18
SMLT_RS00880	Smlt0188	61.63052184	86.49992297	79.84099348	137.1640625	126.9655768	143.0604364	0.559674122	0.000348815	0.000638716
SMLT_RS00885	Smlt0189	1027.670388	1430.91398	1017.743239	1247.883576	1231.943221	1226.851621	0.938056093	0.635194783	0.683332394
SMLT_RS00890	Smlt0190	8655.004368	10753.84636	8681.5609	6890.173698	6526.784899	5966.631735	1.449112636	0.001372433	0.002341182
SMLT_RS00895	Smlt0191	184.8915655	194.9913518	234.9344176	456.8697722	472.6639295	528.8900981	0.421229179	2.03E-11	6.74E-11
SMLT_RS00900	Smlt0192	1181.375425	2174.226877	1016.825526	2214.219867	2159.671891	2374.225222	0.648111696	0.030388565	0.04359799
SMLT_RS00905	Smlt0193	2169.691383	2107.51931	1991.436274	712.6343399	825.9047918	658.9450402	2.852031796	9.80E-21	5.65E-20
SMLT_RS00910	Smlt0194	2047.172876	1941.849966	1914.348418	268.1402726	245.1315592	226.8736213	7.95835276	5.79E-78	2.38E-76
SMLT_RS00915	Smlt0195	1113.804611	1084.914288	935.1491075	316.6117834	246.3886441	306.3516415	3.604046127	1.79E-23	1.17E-22
SMLT_RS00920	Smlt0196	1308.34915	1371.536914	1246.253668	671.3819903	610.9432706	527.4450432	2.166836332	2.24E-11	7.40E-11
SMLT_RS00925	Smlt0197	73.51110436	111.4236296	86.26498146	343.4258107	274.0445123	236.9890057	0.316971663	3.92E-11	1.28E-10
SMLT_RS00930	Smlt0198	1245.233556	1679.417996	1538.086265	1283.979382	937.7853496	885.8186615	1.43495332	0.017108302	0.025423932
SMLT_RS00935	Smlt0199	1213.30449	1325.354752	1336.1895	1027.183506	852.3035751	874.2582222	1.406029871	0.002153747	0.003603575
SMLT_RS00940	Smlt0200	218.3057038	204.5210043	246.864681	243.3888628	275.3015973	281.785708	0.83689377	0.166871881	0.208765094
SMLT_RS00945	Smlt0201	294.0444174	366.5250973	395.5341171	202.1365132	150.8501903	124.2747225	2.201468988	3.27E-06	7.30E-06
SMLT_RS00950	Smlt0203	3272.357949	3347.107189	3837.873962	844.6418588	895.0444623	682.0659188	4.314776555	2.75E-32	2.77E-31
SMLT_RS00955	Smlt0204	340.0816747	330.6056378	378.0975783	545.5623239	438.7226367	501.4340547	0.705022236	0.004206587	0.006800112
SMLT_RS00960	Smlt0205	824.9579489	973.4906586	764.4545698	4967.814205	5885.671591	6728.175674	0.145832986	1.16E-47	1.99E-46
SMLT_RS00965	Smlt0206	130.6864077	134.1481856	127.5620471	772.4502469	897.5586322	934.9505286	0.150818487	3.84E-54	8.19E-53
SMLT_RS00970	Smlt0207	19.3059466	19.05930506	11.93026339	234.1070842	247.645729	260.1098843	0.068734511	2.86E-45	4.60E-44
SMLT_RS00975	Smlt0208	571.7530339	685.401932	581.8297686	722.9474273	790.7064141	770.2142685	0.805685864	0.056051035	0.077220787
SMLT_RS00980	Smlt0209	392.8017596	403.9106573	414.8060811	480.5898732	461.3501653	476.8681212	0.853615206	0.132110323	0.168932477
SMLT_RS00990	Smlt0211	602.1970266	734.5162951	746.1003184	563.0945725	613.4574405	762.9889939	1.074870071	0.596390429	0.646994802
SMLT_RS00995	Smlt0212	678.6782766	755.0417005	903.0291676	905.4890745	671.2833467	793.3351471	0.985051571	0.913781009	0.929197278
SMLT_RS01000	Smlt0213	1214.789563	1238.854829	1090.242532	1098.343809	1072.293436	1226.851621	1.043730917	0.688226222	0.733488051
SMLT_RS01005	Smlt0214	46.77979368	56.44486499	42.21477816	52.59674578	93.02428401	72.25274564	0.672119577	0.059902348	0.082124449
SMLT_RS01010	Smlt0215	81.67900484	72.57196928	85.34726889	56.72198075	37.71254757	33.23626299	1.851114904	0.002474718	0.004116128
SMLT_RS01015	Smlt0216	56.43276698	57.17791519	61.48674211	26.81402726	43.99797217	27.45604334	1.783704268	0.007682016	0.011971082
SMLT_RS01020	Smlt0217	20.04848301	26.38980701	17.43653881	17.53224859	22.62752854	11.5604393	1.230952822	0.488061538	0.547541672
SMLT_RS01025	Smlt0218	687.5887135	684.6688818	774.549408	481.621182	373.3542209	440.7417484	1.655101562	4.35E-05	8.81E-05
SMLT_RS01030	Smlt0219	273.253398	301.28363	279.9023335	351.6762806	351.9837773	445.0769131	0.745200926	0.021948734	0.032024911
SMLT_RS01035	Smlt0220	798.2266382	859.1348282	1115.020771	386.7407778	208.6760966	134.3901069	3.785721351	3.94E-08	1.03E-07
SMLT_RS01040	Smlt0221	596.9992718	695.6646348	551.5452538	1072.56109	864.8744243	894.488991	0.651114047	0.000733464	0.001293012
SMLT_RS01045	Smlt0222	654.1745751	686.8680324	586.4183314	1079.780252	1162.80355	1104.021953	0.576280565	1.98E-07	4.93E-07
