Locus_tag	Old_locus_tag	Mutant_norm_replica1	Mutant_norm_replica2	Mutant_norm_replica3	WildType_norm_replica1	WildType_norm_replica2	WildType_norm_replica3	FoldChange	pvalue	padj
SMLT_RS04995	Smlt1031	2908.515109	2556.146029	3329.461199	8392.790533	9180.491163	9483.895392	0.324989646	4.36E-22	2.66E-21
SMLT_RS05000	Smlt1032	513.8351941	539.5249433	565.3109423	1796.539827	1947.22454	2174.807644	0.27351753	3.00E-32	3.02E-31
SMLT_RS05005	Smlt1034	527.2008494	650.2155227	595.5954571	563.0945725	526.7185811	660.3900951	1.013799916	0.913277862	0.9288722
SMLT_RS05010	Smlt1035	430.6711164	565.1817001	354.2370515	336.2066495	323.0708242	346.8131791	1.34326684	0.054865819	0.075732181
SMLT_RS05015	Smlt1036	489.3314926	519.732588	479.0459609	697.1647088	656.1983277	593.9175691	0.763681018	0.014135023	0.02125501
SMLT_RS05020	Smlt1037	256.917597	211.1184561	254.2063815	265.0463464	212.4473513	171.9615346	1.107634094	0.515669162	0.573809444
SMLT_RS05025	Smlt_t16	1.485072815	2.199150584	2.753137706	19.59486608	21.37044362	18.78571387	0.106051995	1.52E-06	3.53E-06
SMLT_RS05035	Smlt1039	175.2385922	169.334595	187.213364	189.7608083	206.1619267	226.8736213	0.855149182	0.229303585	0.278675961
SMLT_RS05040	Smlt1040	46.03725727	38.85166032	36.70850275	37.12711467	51.54048168	44.7967023	0.916998326	0.679738222	0.725751712
SMLT_RS05045	Smlt1041	77.9663228	55.7118148	76.17014321	84.56731675	66.62550071	49.13186703	1.037636358	0.85734709	0.881549212
SMLT_RS05050	Smlt1042	282.9063713	309.3471822	293.668022	430.0557449	455.0647407	380.0494421	0.699694706	0.002432309	0.004049582
SMLT_RS05055	Smlt1043	37.86935679	30.05505798	36.70850275	96.94302164	61.59716103	75.14285546	0.445088772	8.61E-05	0.00016906
SMLT_RS05060	Smlt1044	81.67900484	54.9787646	56.89817926	134.0701363	184.7914831	124.2747225	0.43739265	1.53E-05	3.21E-05
SMLT_RS05065	Smlt1045	182.6639563	145.1439386	225.7572919	398.085174	427.4088725	315.021971	0.484023336	8.99E-06	1.93E-05
SMLT_RS05070	Smlt1046	24.50370145	19.79235526	11.01255082	27.845336	45.25505708	46.24175721	0.471540675	0.007681039	0.011971082
SMLT_RS05075	Smlt1047	104.6976335	98.22872609	103.7015203	207.2930569	165.9352093	176.2966994	0.556556905	4.10E-05	8.33E-05
SMLT_RS05080	Smlt1048	7.425364077	17.59320467	19.27196394	43.31496712	71.65384038	47.68681212	0.270487869	6.17E-06	1.35E-05
SMLT_RS05085	Smlt1049	40.83950242	41.7838611	40.37935302	84.56731675	67.88258563	75.14285546	0.539266876	0.000695978	0.001230785
SMLT_RS05090	Smlt1050	21.53355582	30.05505798	13.76568853	31.97057097	35.19837773	23.1208786	0.726420067	0.256014863	0.307084399
SMLT_RS05095	Smlt1051	8.910436892	19.79235526	8.259413119	31.97057097	41.48380233	20.23076878	0.39633227	0.005466748	0.008701083
SMLT_RS05100	Smlt1052	34.89921116	28.58895759	44.0502033	38.15842341	45.25505708	39.01648264	0.874271787	0.545207949	0.601509338
SMLT_RS05105	Smlt1053	17.07833738	5.131351363	9.177125687	15.46963111	32.68420789	15.89560404	0.491770967	0.0672474	0.091353257
SMLT_RS05110	Smlt1054	14.85072815	17.59320467	11.93026339	13.40701363	21.37044362	34.68131791	0.653531518	0.18791472	0.232448626
SMLT_RS05115	Smlt1055	27.47384708	23.45760623	27.53137706	9.281778668	27.65586822	17.34065895	1.462662976	0.216873109	0.264904355
SMLT_RS05120	Smlt1056	57.9178398	38.11861012	63.32216724	29.90795349	41.48380233	36.12637282	1.483735441	0.0861417	0.114291255
SMLT_RS05125	Smlt1057	820.5027305	873.7958321	1107.67907	276.3907426	230.0465402	273.1153785	3.591957537	3.15E-20	1.77E-19
SMLT_RS05130	Smlt1058	1080.390473	1238.121779	1329.765512	142.3206062	162.1639546	144.5054913	8.127257716	3.00E-60	7.91E-59
SMLT_RS05135	Smlt1059	482.648665	539.5249433	723.1575042	78.37946431	60.34007611	46.24175721	9.343240739	1.13E-32	1.16E-31
SMLT_RS05140	Smlt1060	95.04466018	83.5677222	107.3723705	34.03318845	26.3987833	15.89560404	3.668414781	6.27E-09	1.74E-08
SMLT_RS05145	Smlt1061	2301.120327	2937.33213	2891.712304	219.6687618	256.4453235	270.2252687	10.91486353	2.02E-73	7.52E-72
SMLT_RS05150	Smlt1064	396.5144417	433.9657153	425.8186319	399.1164827	414.8380233	450.8571328	0.99418653	0.9582517	0.965882611
SMLT_RS05155	Smlt1065	218.3057038	227.9786106	194.5550646	225.8566142	216.2186061	226.8736213	0.959050606	0.738285699	0.777441866
SMLT_RS05160	Smlt1066	440.3240897	580.5757542	423.9832068	670.3506816	506.6052224	560.6813061	0.831315562	0.206689534	0.253505114
SMLT_RS05165	Smlt1067	882.8757887	1307.761547	1045.274616	272.2655076	427.4088725	567.9065807	2.557699358	2.81E-06	6.31E-06
SMLT_RS05170	Smlt1068	443.2942354	609.1647118	473.5396855	191.8234258	267.7590877	557.7911963	1.503479742	0.104301556	0.136067708
SMLT_RS05175	Smlt1069	57.9178398	65.97451752	50.47419128	69.09768564	77.93926498	111.2692283	0.681208803	0.04957919	0.068930602
SMLT_RS05180	Smlt1070	178.2087378	147.3430891	165.1882624	104.1621828	109.366388	117.0494479	1.487347126	0.005967296	0.009453198
SMLT_RS05185	Smlt1071	173.010983	181.0633981	159.681987	143.351915	212.4473513	244.2142803	0.860185587	0.375089667	0.433862966
SMLT_RS05190	Smlt1072	143.3095267	193.5252514	139.4923104	107.256109	79.1963499	144.5054913	1.445186001	0.057286099	0.078815087
SMLT_RS05195	Smlt1073	37.12682038	43.98301168	37.62621532	24.75140978	60.34007611	27.45604334	1.05843767	0.833686422	0.861595092
SMLT_RS05200	Smlt1074	358.6450849	397.3132055	469.8688352	70.12899438	90.51011417	76.58791038	5.174457641	2.62E-26	1.97E-25
SMLT_RS05205	Smlt1075	501.2120752	533.6605417	598.3485948	84.56731675	99.3097086	89.59340459	5.978448312	1.48E-38	1.90E-37
SMLT_RS05210	Smlt1076	49.74993931	47.64826266	55.06275412	48.47151082	75.42509514	40.46153756	0.92476357	0.716675653	0.758709821
SMLT_RS05215	Smlt1077	205.6825849	285.1565257	261.5480821	52.59674578	60.34007611	57.80219651	4.416021016	1.42E-18	7.31E-18
SMLT_RS05220	Smlt1078	69.05588591	61.57621635	51.39190385	54.65936327	128.2226617	92.48351442	0.664999411	0.081438513	0.108821111
SMLT_RS05225	Smlt1080	327.4585558	312.2793829	287.244034	439.3375236	471.4068446	520.2197686	0.648973238	0.000245162	0.000456344
SMLT_RS05230	Smlt1081	552.4470873	579.842704	528.6024396	512.5604442	378.3825606	378.6043871	1.305992055	0.046644793	0.065076492
SMLT_RS05235	Smlt1082	144.7945995	152.4744405	136.7391727	512.5604442	406.0384288	371.3791126	0.336065989	1.26E-14	5.10E-14
SMLT_RS05240	Smlt1083	179.6938107	200.1227032	178.0362383	180.4790297	183.5343982	131.4999971	1.122513676	0.436198284	0.496062873
SMLT_RS05245	Smlt1084	585.1186892	449.3597693	611.1965708	111.381344	109.366388	66.47252599	5.692686892	5.97E-23	3.80E-22
SMLT_RS05250	Smlt1085	93.55958736	72.57196928	141.3277356	57.75328949	60.34007611	57.80219651	1.741835003	0.0097299	0.014964302
SMLT_RS05255	Smlt1086	205.6825849	198.6566028	191.8019269	183.5729559	174.7348037	154.6208757	1.1598411	0.254373056	0.305259725
SMLT_RS05260	Smlt1087	936.33841	889.9229364	1261.854782	292.8916824	241.3603044	229.7637311	4.032587437	1.90E-20	1.08E-19
SMLT_RS05265	Smlt1088	178.9512742	184.7286491	267.9720701	158.8215461	142.0505958	69.36263581	1.695881144	0.019261752	0.028414859
SMLT_RS05270	Smlt1089	1176.920206	903.8508901	1487.612074	611.5660833	441.2368066	446.521968	2.376774021	4.16E-07	1.01E-06
SMLT_RS05275	Smlt1090	1576.404793	1221.994675	1840.0137	570.3137337	335.6416734	267.3351589	3.944674174	5.16E-11	1.66E-10
SMLT_RS05280	Smlt1091	505.6672936	466.2199238	530.4378647	370.239838	482.7206089	394.4999912	1.204545084	0.142455567	0.180901063
SMLT_RS05285	Smlt1092	325.2309466	317.4107343	350.5662013	201.1052045	162.1639546	171.9615346	1.850200968	1.93E-06	4.42E-06
SMLT_RS05290	Smlt1093	2.970145631	0.733050195	1.835425137	1.031308741	0	1.445054913	2.260115343	0.451097892	0.511284671
SMLT_RS05295	Smlt1094	96.52973299	86.49992297	86.26498146	35.06449719	17.59918887	26.01098843	3.384863922	2.14E-08	5.72E-08
SMLT_RS05300	Smlt1095	86.8767597	65.97451752	90.85354431	1086.999413	1425.534298	1738.40106	0.057253826	7.48E-63	2.12E-61
SMLT_RS05305	Smlt1096	37.12682038	23.45760623	24.77823936	96.94302164	105.5951332	127.1648323	0.260597379	3.81E-11	1.24E-10
SMLT_RS05310	Smlt1097	314.0929004	336.4700394	258.7949444	195.9486608	255.1882386	242.7692253	1.314380035	0.057410612	0.078934234
SMLT_RS05315	Smlt1098	2528.336468	2905.810972	1986.847711	1905.858553	1020.752954	1228.296676	1.785390202	0.002105058	0.003524348
SMLT_RS05320	Smlt1099	1121.229976	1237.388729	807.5870605	689.9455476	639.8562238	734.0878957	1.53502447	0.003330648	0.005459071
SMLT_RS05325	Smlt1100	1069.994963	1037.999076	1050.780891	1776.944961	1645.524159	1621.351612	0.626092581	1.01E-06	2.38E-06
SMLT_RS05330	Smlt1101	49.74993931	46.91521246	57.81589183	103.1308741	90.51011417	69.36263581	0.582395189	0.003665402	0.005976789
SMLT_RS05335	Smlt1102	721.0028518	824.681469	800.2453599	210.3869831	150.8501903	192.1923034	4.232287523	1.84E-26	1.39E-25
SMLT_RS05340		78.70885921	68.17366811	79.84099348	170.1659422	159.6497847	179.1868092	0.445077834	3.03E-08	8.00E-08
SMLT_RS05345	Smlt1103	343.0518203	359.1945954	305.5982854	665.1941379	483.9776938	525.9999882	0.60128421	0.000192967	0.000362925
SMLT_RS05350	Smlt1104	330.4287014	461.8216227	341.3890756	479.5585645	485.2347787	527.4450432	0.760469462	0.048951497	0.068144468
SMLT_RS05355	Smlt1105	516.8053397	587.173206	531.3555773	257.8271852	275.3015973	232.653841	2.133632002	2.26E-10	7.02E-10
SMLT_RS05360	Smlt1106	853.9168688	937.571199	751.6065938	783.7946431	607.1720159	579.46702	1.289489899	0.062106518	0.08489344
SMLT_RS05365	Smlt1108	374.2383495	370.1903483	412.0529434	604.3469221	548.0890247	410.3955952	0.738528803	0.031592751	0.045235888
SMLT_RS05370	Smlt1109	225.7310679	247.0379156	229.4281422	445.5253761	398.4959193	479.758231	0.530845361	1.30E-07	3.30E-07
SMLT_RS05375	Smlt1110	336.3689927	364.3259468	343.2245007	412.5234963	387.1821551	410.3955952	0.862722566	0.178428945	0.221635365
SMLT_RS05380	Smlt1111	1136.080704	1202.935369	1490.365212	3747.775964	2346.977544	1856.895563	0.481352775	0.000147753	0.000281231
SMLT_RS05385	Smlt1112	6.682827669	5.864401558	3.670850275	854.9549462	735.3946776	868.4780026	0.006721604	1.17E-85	6.15E-84
SMLT_RS05390	Smlt1113	556.9023057	656.0799243	577.2412057	894.1446783	839.7327259	929.1703089	0.672481473	0.000305456	0.000563475
SMLT_RS05395	Smlt1114	559.8724514	611.3638624	562.5578046	632.1922582	685.1112809	774.5494332	0.829804941	0.101674768	0.132846284
SMLT_RS05400	Smlt1115	628.1858009	724.2535924	524.0138768	378.4903079	331.8704186	371.3791126	1.735383595	4.12E-05	8.35E-05
SMLT_RS05405	Smlt1116	1793.225424	2003.426182	1616.091834	847.735785	809.5626878	911.8296499	2.107834754	4.74E-11	1.53E-10
SMLT_RS05410	Smlt1117	1245.233556	1296.765794	1048.945466	1297.386396	1223.143626	1195.060413	0.966538965	0.760787667	0.796169482
SMLT_RS05415	Smlt1118	593.2865897	578.3766036	411.1352308	1568.620595	716.5384038	773.1043783	0.517342574	0.00323192	0.005305841
SMLT_RS05420	Smlt1119	972.722694	1037.999076	1137.963585	1921.328184	2123.216428	2371.335112	0.49081737	4.65E-10	1.42E-09
SMLT_RS05425	Smlt1120	144.7945995	149.5422397	138.5745979	270.2028901	226.2752854	267.3351589	0.566987569	1.39E-05	2.93E-05
SMLT_RS05430	Smlt1121	1671.449454	2048.142244	1706.027665	1410.830358	1145.204361	1098.241734	1.483965647	0.001976086	0.003320586
SMLT_RS05435	Smlt1122	1496.210861	1724.867108	1501.377762	1782.101504	1414.220534	1406.03843	1.025665757	0.835780607	0.863406899
SMLT_RS05440	Smlt1123	38.6118932	54.9787646	61.48674211	214.5122181	270.2732576	290.4560375	0.199636248	1.12E-19	6.08E-19
SMLT_RS05445	Smlt1124	27.47384708	23.45760623	12.84797596	119.6318139	131.9939165	163.2912051	0.156021697	1.96E-17	9.43E-17
SMLT_RS05450		54.20515776	36.65250973	39.46164046	122.7257402	114.3947276	166.181315	0.324688931	6.51E-09	1.80E-08
SMLT_RS05455	Smlt1125	109.8953883	115.8219308	90.85354431	505.341283	548.0890247	475.4230663	0.207565005	1.65E-32	1.68E-31
SMLT_RS05460	Smlt1126	819.760194	796.0925114	987.458724	3250.685151	3543.722387	3732.57684	0.247215824	5.75E-34	6.25E-33
SMLT_RS05465	Smlt1127	1955.840898	2199.883634	2152.953686	1299.449013	1226.914881	1205.175797	1.690091676	1.36E-07	3.45E-07
SMLT_RS05470	Smlt1128	499.7270023	603.3003102	497.4002123	737.3857497	662.4837523	670.5054795	0.772945071	0.028692523	0.041281683
SMLT_RS05475	Smlt1129	421.0181431	426.6352133	381.7684286	434.1809799	329.3562488	336.6977947	1.115689682	0.406421525	0.466919033
SMLT_RS05480	Smlt1130	25.98877427	30.05505798	22.94281422	313.5178572	346.9554376	358.3736184	0.078019329	3.63E-54	7.79E-53
SMLT_RS05485	Smlt1131	77.9663228	75.50417005	114.7140711	601.2529959	608.4291008	692.1813032	0.140401802	4.93E-37	5.96E-36
SMLT_RS05490	Smlt1132	172.2684466	151.7413903	189.0487892	387.7720866	344.4412678	289.0109826	0.500794785	1.11E-06	2.61E-06
SMLT_RS05495	Smlt1133	4817.576213	4971.54642	4688.593514	5293.707767	4911.430779	4981.104284	0.953304811	0.599214869	0.649641303
SMLT_RS05500	Smlt1134	56019.1742	25444.17226	77392.53635	42928.22634	24870.16804	17272.74137	1.867286101	0.029311385	0.042112243
SMLT_RS05505	Smlt1135	1837.035073	1684.549347	1617.927259	756.9806158	462.6072502	411.8406501	3.144969884	7.17E-11	2.30E-10
SMLT_RS05510	Smlt1136	363.1003033	466.952974	515.7544636	318.6744009	477.6922692	482.6483409	1.053336502	0.755233251	0.791174416
SMLT_RS05515	Smlt1137	288.8466626	347.4657923	298.2565848	255.7645677	315.5283147	319.3571357	1.051664278	0.705066088	0.748689094
SMLT_RS05520	Smlt1138	363.8428397	387.0505028	370.7558778	1230.351328	1245.771155	1528.868098	0.280240395	2.44E-27	1.96E-26
SMLT_RS05525	Smlt1139	973.4652304	1176.545562	998.4712748	2868.069608	2460.115186	2310.642805	0.412110941	1.61E-13	6.07E-13
SMLT_RS05530	Smlt1140	1914.258859	1881.0068	2040.07504	4792.491719	4174.779016	3343.857068	0.473847938	6.99E-09	1.93E-08
SMLT_RS05535	Smlt1141	732.1408979	705.9273375	951.6679338	1903.795936	1984.937087	1518.752713	0.441594915	5.67E-09	1.58E-08
SMLT_RS05540	Smlt1142	426.215898	401.7115067	392.7809794	815.765214	755.5080363	721.0824015	0.532308034	3.96E-09	1.12E-08
SMLT_RS05545	Smlt1144	132.914017	96.7626257	158.7642744	437.2749061	482.7206089	445.0769131	0.283794052	9.19E-16	4.05E-15
SMLT_RS05550	Smlt1145	287.3615898	195.724402	379.9330035	702.3212525	620.99995	697.9615229	0.426347412	1.79E-06	4.11E-06
SMLT_RS05555	Smlt1146	677.1932038	736.7154457	574.488068	1658.344455	1938.424945	1865.565892	0.364300462	3.99E-17	1.89E-16
SMLT_RS05560	Smlt1147	807.1370751	878.1941332	739.6763304	2152.341342	2628.564566	2497.054889	0.333377699	1.52E-21	9.05E-21
SMLT_RS05565	Smlt1148	13538.66632	16409.32861	10525.24545	25607.39604	29396.93083	24509.57638	0.509023027	3.40E-06	7.58E-06
SMLT_RS05570	Smlt1149	4317.106674	4745.76696	3248.702493	3501.293175	2370.862157	2251.395554	1.515223974	0.013711229	0.020666851
SMLT_RS05575	Smlt1150	302.9548543	281.4912748	232.1812799	163.9780898	134.5080863	154.6208757	1.802423051	4.30E-05	8.71E-05
SMLT_RS05580	Smlt1151	1147.21875	1118.634597	1199.450327	551.7501764	292.9007861	309.2417513	2.996278011	2.50E-09	7.17E-09
SMLT_RS05585	Smlt1152	22.27609223	23.45760623	21.10738908	77.34815556	104.3380483	95.37362424	0.242485381	2.58E-12	9.05E-12
SMLT_RS05590	Smlt1153	1617.244296	1114.969346	1324.259237	7177.908836	7101.272707	9132.747049	0.173279793	5.97E-34	6.47E-33
SMLT_RS05595	Smlt1154	2082.072087	1433.113131	1918.019269	10147.0467	10270.38379	12141.35138	0.166867241	3.00E-38	3.78E-37
SMLT_RS05600	Smlt1155	2094.695206	1454.371586	1974.917448	7097.466755	7714.730148	9436.20858	0.227806668	5.00E-24	3.33E-23
SMLT_RS05605	Smlt1156	1093.756128	691.2663336	896.6051797	3712.711467	3396.643451	3992.686724	0.241545741	3.61E-22	2.22E-21
SMLT_RS05610	Smlt1157	4440.367718	2863.29406	3890.183579	14151.61854	14216.37335	17511.17543	0.243986074	3.78E-21	2.22E-20
SMLT_RS05615	Smlt1158	909.6070994	551.2537464	1190.273202	4763.615074	3502.238584	4141.52738	0.213576423	6.77E-15	2.79E-14
SMLT_RS05620	Smlt1159	407.6524878	410.508109	423.9832068	803.3895091	672.5404317	621.3736125	0.591456661	1.35E-05	2.85E-05
SMLT_RS05625	Smlt1160	1109.349393	815.1518165	1094.831095	805.4521266	690.1396205	703.7417425	1.371867665	0.018580459	0.027482577
SMLT_RS05630	Smlt1161	840.5512135	988.1516625	959.0096343	1116.907366	1407.935109	1495.631835	0.693747706	0.004182304	0.006769503
SMLT_RS05635	Smlt1162	323.7458737	235.3091125	336.8005127	245.4514803	232.56071	202.3076878	1.313642277	0.071594316	0.096790927
SMLT_RS05640	Smlt1163	160.3878641	169.334595	187.213364	156.7589286	143.3076808	137.2802167	1.178124283	0.230224487	0.279728
SMLT_RS05645	Smlt1164	8830.24296	6712.540633	10472.01812	8771.280841	8560.748298	8388.543769	1.011375956	0.935631593	0.946872497
SMLT_RS05650	Smlt1165	4587.389926	3602.208657	5017.134613	2131.715167	2106.874324	2119.895557	2.076828435	4.35E-09	1.22E-08
SMLT_RS05655	Smlt1166	492.3016383	529.2622406	579.9943434	638.3801106	619.7428651	637.2692165	0.844496693	0.119314749	0.153712614
SMLT_RS05660	Smlt1167	888.0735436	1107.638844	854.3904015	747.6988371	529.2327509	586.6922946	1.528222487	0.003514954	0.005748131
SMLT_RS05665	Smlt1168	1975.146844	2263.659001	2137.352573	2514.33071	2475.200206	2314.97797	0.872771155	0.172078273	0.214589236
SMLT_RS05670	Smlt1169	697.2416868	779.232357	754.3597315	2196.687618	2133.273108	1601.120843	0.375957721	4.17E-14	1.64E-13
SMLT_RS05675	Smlt1170	262.1153519	317.4107343	290.9148843	1415.986901	1731.005933	1946.488967	0.170980326	1.32E-39	1.77E-38
SMLT_RS05680	Smlt1171	526.458313	575.4444028	635.0570976	129.9449013	110.6234729	112.7142832	4.900336701	1.79E-32	1.82E-31
SMLT_RS05685	Smlt1172	1078.162864	916.3127434	1205.874315	444.4940673	226.2752854	173.4065895	3.779402606	6.09E-09	1.69E-08
SMLT_RS05690	Smlt1173	4670.554004	5239.109742	3394.618792	3390.94314	1918.311586	2364.109837	1.733547873	0.002861884	0.004721316
SMLT_RS05695	Smlt1174	275.4810072	275.6268732	277.1491958	814.7339053	770.5930553	871.3681124	0.337235315	3.63E-24	2.44E-23
SMLT_RS05700	Smlt1175	365.3279126	340.8683405	426.7363445	9496.290886	8213.792861	7744.049277	0.044465391	4.34E-144	5.64E-142
SMLT_RS05705	Smlt1176	54.94769417	57.17791519	55.98046669	659.0062854	580.7732326	514.4395489	0.095722011	2.03E-60	5.39E-59
SMLT_RS05710	Smlt1177	424.7308252	455.2241709	451.5145838	1027.183506	945.3278591	1021.653823	0.444608628	2.66E-15	1.13E-14
SMLT_RS05715	Smlt1178	86.8767597	112.1566798	85.34726889	391.8973215	295.414956	278.8955982	0.29418853	5.39E-14	2.11E-13
SMLT_RS05720	Smlt1179	438.8390169	362.1267962	430.4071947	714.6969574	541.8036001	546.230757	0.68206077	0.00513765	0.008208243
SMLT_RS05725	Smlt1180	34.89921116	47.64826266	62.40445467	216.5748356	267.7590877	257.2197745	0.194455117	1.55E-19	8.35E-19
SMLT_RS05730	Smlt1181	187.1191747	141.4786876	167.9414001	118.6005052	130.7368316	130.0549421	1.310350779	0.069020173	0.093535636
SMLT_RS05735	Smlt1182	24.50370145	27.8559074	44.96791587	25.78271852	20.1133587	13.00549421	1.61721619	0.100715863	0.131763414
SMLT_RS05740	Smlt1183	90.58944173	71.10586889	74.33471807	56.72198075	35.19837773	63.58241616	1.521298398	0.040801527	0.057414712
SMLT_RS05745	Smlt1184	112.865534	80.63552142	101.8660951	100.0369479	129.4797467	76.58791038	0.962170588	0.839105211	0.8664878
SMLT_RS05750	Smlt1185	49.00740291	68.17366811	59.65131697	36.09580593	46.512142	49.13186703	1.351536665	0.14144675	0.18004863
SMLT_RS05755	Smlt1186	309.637682	401.7115067	405.6289554	207.2930569	184.7914831	187.8571387	1.922724041	2.53E-06	5.72E-06
SMLT_RS05760	Smlt1187	1041.036044	1332.685254	1224.228567	2873.226152	2879.981549	3132.879051	0.404923558	2.37E-15	1.01E-14
SMLT_RS05765	Smlt1188	909.6070994	1062.922782	1047.110041	89.72386046	100.5667935	60.69230634	11.9582874	2.52E-57	6.02E-56
SMLT_RS05770	Smlt1189	918.5175363	1206.60062	975.5284606	634.2548756	375.8683908	156.0659306	2.653967804	0.000476767	0.000859642
SMLT_RS05775	Smlt1190	325.973483	429.5674141	375.3444406	637.3488019	398.4959193	134.3901069	0.964775498	0.905016566	0.921766017
SMLT_RS05780	Smlt1191	438.0964805	565.9147503	455.1854341	1243.758341	741.6801022	351.1483438	0.623947501	0.074970398	0.100897162
SMLT_RS05785	Smlt1192	112.865534	167.8684946	144.9985859	431.0870537	571.9736381	450.8571328	0.292851061	8.83E-15	3.62E-14
SMLT_RS05790	Smlt1193	438.8390169	570.3130515	527.684727	1849.136572	1893.169888	997.0878898	0.324113609	2.45E-09	7.05E-09
SMLT_RS05795	Smlt1194	346.021966	437.6309662	357.9079018	1410.830358	1396.621345	621.3736125	0.332786595	3.74E-07	9.11E-07
SMLT_RS05800	Smlt1195	302.9548543	378.9869507	276.2314832	280.5159775	311.7570599	173.4065895	1.249476938	0.223181373	0.271888184
SMLT_RS05805	Smlt1196	1466.509405	2080.396453	1550.016529	457.9010809	521.6902414	312.1318612	3.941772928	1.76E-15	7.54E-15
SMLT_RS05810	Smlt1197	604.4246358	749.9103492	577.2412057	240.2949366	261.4736632	205.1977976	2.729721066	4.48E-13	1.66E-12
SMLT_RS05815	Smlt1198	585.1186892	594.5037079	656.1644867	173.2598685	148.3360204	121.3846127	4.122128314	1.33E-24	9.08E-24
SMLT_RS05820	Smlt1199	143.3095267	152.4744405	144.9985859	350.6449719	441.2368066	430.626364	0.361151389	6.59E-15	2.72E-14
SMLT_RS05825	Smlt1200	712.0924149	731.5840943	659.8353369	393.959939	335.6416734	338.1428496	1.967621873	4.04E-09	1.14E-08
SMLT_RS05830	Smlt1201	31.92906553	19.79235526	35.79079018	20.62617482	37.71254757	41.90659247	0.879165651	0.64241707	0.689685671
SMLT_RS05835	Smlt1202	16.33580097	10.99575292	11.93026339	14.43832237	16.34210395	17.34065895	0.821884003	0.538617237	0.59580928
SMLT_RS05840	Smlt1203	247.2646237	191.3261008	236.7698427	147.4771499	64.11133087	73.69780055	2.34976104	0.000151437	0.000288134
SMLT_RS05845	Smlt1204	490.0740291	584.9740554	486.3876614	81.47339053	100.5667935	83.81318494	5.881004201	7.46E-35	8.34E-34
SMLT_RS05850	Smlt1205	544.2791868	603.3003102	400.12268	102.0995653	45.25505708	28.90109826	8.675283203	1.13E-15	4.93E-15
SMLT_RS05855	Smlt1206	524.2307038	548.3215456	496.4824997	266.0776551	172.2206339	190.7472485	2.486190477	1.43E-09	4.18E-09
SMLT_RS05860	Smlt1207	135.1416262	146.6100389	129.3974722	129.9449013	124.451407	132.945052	1.062786322	0.66028964	0.706625755
SMLT_RS05865	Smlt1208	31.92906553	32.25420857	23.86052679	33.00187971	16.34210395	21.67582369	1.229157173	0.447005236	0.506872903
SMLT_RS05870	Smlt1209	153.7050364	202.3218537	130.3151848	244.4201716	230.0465402	199.417578	0.721976172	0.04446107	0.062287327
SMLT_RS05875	Smlt1210	91.33197814	78.43637083	72.49929293	163.9780898	191.0769077	167.6263699	0.464633722	3.26E-07	7.97E-07
SMLT_RS05880	Smlt1211	41.58203883	31.52115837	35.79079018	33.00187971	22.62752854	34.68131791	1.206380996	0.425478656	0.485507873
SMLT_RS05885	Smlt1212	21.53355582	21.25845565	19.27196394	26.81402726	16.34210395	34.68131791	0.803161392	0.427714517	0.487509816
SMLT_RS05890	Smlt1213	5.197754854	12.46185331	10.09483826	22.6887923	38.96963249	11.5604393	0.376406324	0.010912814	0.016668807
SMLT_RS05895	Smlt1214	29.70145631	20.52540545	33.95536504	23.72010104	28.91295314	36.12637282	0.952519175	0.84993008	0.874811139
SMLT_RS05900	Smlt1215	17.82087378	21.25845565	18.35425137	22.6887923	23.88461346	11.5604393	0.976037415	0.934347903	0.9459315
SMLT_RS05905	Smlt1216	671.2529125	656.8129744	693.790702	71.16030312	70.39675546	28.90109826	11.71666425	3.14E-35	3.52E-34
SMLT_RS05910	Smlt1217	186.3766383	215.5167572	187.213364	20.62617482	25.14169838	11.5604393	10.12698299	8.32E-28	6.88E-27
SMLT_RS05915	Smlt1218	291.8168082	233.1099619	247.7823936	135.1014451	119.4230673	98.26373407	2.180441521	2.81E-07	6.93E-07
SMLT_RS05920	Smlt1219	290.3317354	300.5505798	288.1617466	143.351915	174.7348037	124.2747225	1.984403808	9.12E-07	2.15E-06
SMLT_RS05925	Smlt1220	172.2684466	209.6523557	176.2008132	138.1953713	101.8238784	115.604393	1.565359425	0.003532701	0.005773423
SMLT_RS05930	Smlt1221	675.708131	781.4315075	557.0515292	585.7833648	383.4109003	290.4560375	1.596240805	0.016631019	0.024765544
SMLT_RS05935	Smlt1222	1002.42415	1053.39313	981.034736	1279.854147	1355.137543	1465.285682	0.741063412	0.003107333	0.00510959
SMLT_RS05940	Smlt1223	266.5705703	280.7582246	323.9525368	144.3832237	162.1639546	141.6153814	1.942053401	8.26E-07	1.95E-06
SMLT_RS05945	Smlt1224	812.33483	848.8721255	844.2955632	433.1496712	253.9311536	313.5769161	2.498685563	6.40E-09	1.78E-08
SMLT_RS05950	Smlt1225	69.79842232	58.64401558	49.55647871	57.75328949	100.5667935	53.46703177	0.842236927	0.441429299	0.501223714
SMLT_RS05955	Smlt1226	24.50370145	27.8559074	21.10738908	46.40889334	81.71051974	80.92307511	0.355177562	1.09E-05	2.32E-05
SMLT_RS05960	Smlt1227	27.47384708	71.10586889	44.96791587	100.0369479	99.3097086	96.81867915	0.485138389	0.002509753	0.004173031
SMLT_RS05965	Smlt1228	44.55218446	52.04656382	37.62621532	74.25422934	57.82590627	69.36263581	0.667737007	0.036781585	0.052134704
