Gene_ID	Mutant_fpkm_replica1	Mutant_fpkm_replica2	Mutant_fpkm_replica3	WildType_fpkm_replica1	WildType_fpkm_replica2	WildType_fpkm_replica3
SMLT_RS04055	122.5219178	134.9822052	114.8515205	109.5198526	97.88388438	100.0201028
SMLT_RS04060	113.0003144	88.96456547	105.9543367	82.92802629	66.99159779	66.10790998
SMLT_RS04065	213.0150417	204.4246245	215.0680203	46.38978433	32.74410224	30.49115679
SMLT_RS04070	125.9908642	159.4749042	145.2022819	54.80070655	49.71710684	40.69021333
SMLT_RS04075	20.32656368	22.10473414	21.76184487	7.906058775	15.30035044	17.0484399
SMLT_RS04080	36.29230271	34.57506572	27.74556851	19.81058406	14.96688126	9.529640766
SMLT_RS04085	199.2246694	167.5016221	193.0412523	48.60073192	23.37950744	20.59819114
SMLT_RS04090	102.2969845	107.5856897	98.61841696	23.06488945	21.3253811	16.15046802
SMLT_RS04095	101.8682231	111.1109143	94.61512218	73.22840893	66.60123322	69.14530044
SMLT_RS04100	128.0116614	136.6897915	148.4698411	286.0153073	270.8838599	291.9416048
SMLT_RS04105	148.1581843	146.4989795	166.4116253	229.7484995	245.4877397	225.9062213
SMLT_RS04110	1918.519127	737.6594814	1734.132731	88.73845957	93.55095351	41.43065011
SMLT_RS04115	153.3628631	120.8100085	169.9485676	156.6503591	135.4686331	150.7218162
SMLT_RS04120	20.35827988	17.73849515	10.94641756	11.40877385	13.87525692	7.331253953
SMLT_RS04125	97.55833607	97.24339872	109.1661176	58.53127108	41.15745093	48.23583143
SMLT_RS04130	33.96149722	34.06501496	30.91649063	21.95478845	20.15555255	22.98064397
SMLT_RS04135	144.80054	145.833075	143.5007709	80.23286543	82.38945881	63.45900929
SMLT_RS04140	187.744166	221.717452	202.5971641	69.3370442	37.17702705	29.80400881
SMLT_RS04145	5.349404937	9.586732259	6.488000781	25.96886544	22.43653522	31.03061863
SMLT_RS04150	13.88359567	21.13522826	20.3767108	48.56611327	41.89294516	52.55330141
SMLT_RS04155	85.43943946	110.910567	97.39242536	104.8387217	92.98667733	102.1831835
SMLT_RS04160	86.4252929	109.0983936	94.23098981	54.88448288	59.48500042	74.5895701
SMLT_RS04165	86.33586823	91.07361996	83.34853273	61.18769031	77.35686475	78.77064056
SMLT_RS04170	38.86749283	53.85839202	41.35677997	520.4377057	472.4822558	552.5663234
SMLT_RS04175	138.2826558	149.8679822	105.9163248	1628.970298	1718.93205	1917.771848
SMLT_RS04180	95.31900288	109.7710918	99.9455516	909.955843	926.376452	983.2947901
SMLT_RS04185	536.6172575	635.3906244	641.4628412	3342.314801	4130.338378	4449.970003
SMLT_RS04190	40.68073524	48.73148485	42.94724221	678.6921336	773.7739636	907.9799006
SMLT_RS04195	22.39706263	20.72878156	20.79453235	553.8255587	684.6515141	856.9553204
SMLT_RS04200	6.635416981	6.616922292	6.773473847	5.308360922	6.247386937	5.610892819
SMLT_RS04205	22.21425426	22.32038125	21.7949801	25.55009906	18.24310051	13.93407047
SMLT_RS04210	32.54583117	41.15083941	36.03984574	17.81295546	14.72445435	11.08509696
SMLT_RS04215	3.858172925	4.310132545	5.238751271	2.920479222	4.935789841	3.185440745
SMLT_RS04220	13.75842585	12.763482	12.72034293	6.303367655	5.660858699	5.238280337
SMLT_RS04225	18.54202631	18.70456127	23.76215524	19.10538802	19.63656695	13.77415281
SMLT_RS04230	88.32013807	96.28961346	127.7735287	6.205374124	8.026547475	9.405794546
SMLT_RS04235	90.04009309	96.19957878	104.8789505	13.41159009	15.98864054	9.6885008
SMLT_RS04240	74.28672905	90.68487475	85.53479765	189.6978601	142.7978795	140.2001368
SMLT_RS04245	913.911318	1035.911796	749.8617601	11032.62135	8471.351981	8577.754839
SMLT_RS04250	940.8072617	818.4339049	515.5086346	7325.354454	6859.969769	6533.548537
SMLT_RS04255	6.231040466	6.335244743	5.907780716	44.16213323	51.36496166	51.81543295
SMLT_RS04260	737.8713993	695.793962	657.5365237	6039.751815	6261.499124	5927.958529
SMLT_RS04265	237.5522338	256.0732004	234.2685103	2320.206992	2293.414682	2499.627664
SMLT_RS04270	492.4440103	508.9408174	540.0266595	2623.260334	2498.972319	2583.935843
SMLT_RS04275	1808.096761	1480.50057	2087.62727	7063.650769	9760.456356	10990.11362
SMLT_RS04280	1390.43639	1201.351773	1559.093411	4359.051196	5690.351361	6234.762002
SMLT_RS04285	788.0823833	681.9948516	819.3674048	4857.466672	6747.182571	7654.027444
SMLT_RS04290	917.0875753	815.682346	1053.084836	5697.717249	7532.555895	9010.32129
SMLT_RS04295	283.3346719	234.3492422	324.8867865	869.8276768	1276.309589	1367.179821
SMLT_RS04300	373.0344722	309.1421447	414.8225794	345.86154	516.9859106	581.9238016
SMLT_RS04305	419.5434318	375.6998176	454.792238	5506.470702	8057.904521	9059.071538
SMLT_RS04310	371.1265314	317.9647948	386.4561328	4781.434922	6282.085757	6584.120539
SMLT_RS04315	257.9167356	229.556996	291.7178285	2765.782276	3591.561481	3403.578151
SMLT_RS04320	10.07803067	9.795672544	10.20434851	89.5967347	140.9194859	138.0293466
SMLT_RS04325	1150.405325	888.8989271	1354.134089	18829.29344	27215.18404	28135.5718
SMLT_RS04330	513.9753192	380.1419166	608.4550078	8372.071504	11385.2651	12186.4609
SMLT_RS04335	630.7301641	477.7398626	689.52535	7907.953638	11255.35644	11763.68654
SMLT_RS04340	562.288008	418.2661673	583.6820213	5848.381573	9011.85077	9223.550921
SMLT_RS04345	544.9360954	376.605263	580.8429883	4552.773682	7447.417857	7977.70167
SMLT_RS04350	513.1481565	382.5476315	541.6308559	3500.200027	5375.507665	6848.745974
SMLT_RS04355	637.6366906	454.7848224	760.7760201	3916.658596	6214.422996	7184.243019
SMLT_RS04360	629.6909253	440.389144	688.6044535	3003.971849	5389.517216	6412.521052
SMLT_RS04365	789.6585411	575.3989317	885.1216676	2531.448111	4745.85776	5398.531858
SMLT_RS04370	702.5651061	502.1321166	835.6737734	1913.798278	3651.539683	4493.05047
SMLT_RS04375	524.3814883	442.4307783	601.4501194	1374.524357	2789.671167	3556.661392
SMLT_RS04380	725.2406893	508.9637895	865.0030178	1516.234458	3067.689164	4022.584069
SMLT_RS04385	466.5372704	364.2836041	536.0601661	1072.855262	1956.660253	2500.401696
SMLT_RS04390	685.9634653	482.6071735	762.8993043	1307.991076	2414.911715	2956.821135
SMLT_RS04395	280.903591	204.5144146	332.1066564	483.9026488	791.8783644	927.8689214
SMLT_RS04400	384.2802224	300.0248944	619.6123219	6444.993696	9623.977945	10907.60616
SMLT_RS04405	599.5935955	470.0474765	696.1540821	5115.715422	7496.158314	7799.836837
SMLT_RS04410	484.7063165	356.1285962	532.3766382	3427.478674	4913.194633	4809.199699
SMLT_RS04415	427.0039381	305.4682714	494.4635908	3949.092173	5654.059686	6042.334663
SMLT_RS04420	287.3686441	165.4492087	327.3216815	2362.412149	3279.213921	3659.163897
SMLT_RS04425	523.5223549	401.7121426	682.6911461	3251.278253	4875.419544	5413.656547
SMLT_RS04430	127.5071214	110.2647106	155.5877534	758.5368369	957.4699112	1047.035745
SMLT_RS04435	450.4580108	363.3838405	531.6991361	6618.649543	10352.97219	11148.59022
SMLT_RS04440	401.2560824	298.4944545	526.8924464	5367.144389	6983.799484	7275.215866
SMLT_RS04445	1036.198034	852.3535626	1161.779783	7184.308308	9737.136395	9617.782028
SMLT_RS04450	416.0660729	348.6360626	449.7249685	3684.857872	4761.909312	4871.577117
SMLT_RS04455	369.714045	246.8528613	341.4806346	3230.440748	5079.613111	6099.506825
SMLT_RS04460	28.38385611	19.38438095	30.43706739	98.11514116	102.2711966	126.8345748
SMLT_RS04465	14.19883969	15.76944394	13.98391921	6.328769096	8.500140192	9.264885109
SMLT_RS04470	24.52397866	22.31952984	28.60510615	56.29365319	70.41488668	73.85805934
SMLT_RS04475	26.62962199	25.52279463	26.5846733	10.90835958	13.43402461	7.877312709
SMLT_RS04480	82.1062144	82.93916747	88.28215821	54.103767	61.37366246	67.41986319
SMLT_RS04485	7.997543911	7.316040552	8.884049031	402.8787046	439.5306526	455.9822297
SMLT_RS04490	23.78042641	29.36973278	27.60400949	1554.342928	1942.351376	1994.802631
SMLT_RS04500	275.1787375	346.7981662	310.725032	1155.114086	1455.341939	1558.931393
SMLT_RS04505	186.9921492	214.0503969	189.6433931	802.7802634	1098.845463	1038.755767
SMLT_RS04510	9.128903781	10.41296612	9.880795995	54.35830991	75.06670823	84.11272828
SMLT_RS04515	196.511833	163.6210494	205.6933649	19.33664664	17.71231303	13.16462558
SMLT_RS04520	117.2841784	98.1278455	123.2661803	19.1030632	16.92104503	15.43421885
SMLT_RS04525	71.80396742	54.8194983	61.4816575	49.63902028	55.67023813	53.40590499
SMLT_RS04530	83.30098982	84.95532929	105.1714628	613.5454415	884.40662	844.1912447
SMLT_RS04535	15.60575506	23.6217257	18.63908326	3259.423742	5095.618982	5274.871265
SMLT_RS04540	10.10396165	13.51780478	11.96787698	12.99246576	10.41356603	7.596280237
SMLT_RS04545	24.37872006	38.44598665	28.55587189	18.96155903	15.52223864	17.28632511
SMLT_RS04550	154.9398411	184.1251356	152.3875704	53.31377768	48.3822445	39.78396882
SMLT_RS04555	10343.2161	11974.69051	10594.55527	13773.10614	11347.08497	9391.255358
SMLT_RS04560	68.98677135	66.2820768	82.32201646	126.6001821	133.4459693	127.8574343
SMLT_RS04565	45.33167227	42.27045652	50.63907948	65.59504499	87.59836998	95.07478811
SMLT_RS04570	168.8200756	114.3566815	172.5250593	114.3530589	154.3199306	142.3806689
SMLT_RS04575	45.79683654	48.61626947	56.80941527	147.5470671	157.4438159	155.7056083
SMLT_RS04580	78.2542079	69.23609258	123.0364204	157.0330348	158.4743389	132.2552891
SMLT_RS04585	50.78023887	47.72470898	63.85573072	156.5965669	147.2776001	143.2078253
SMLT_RS04590	55.34289677	56.48763503	64.98540165	213.9460649	255.4387814	204.9904018
SMLT_RS04595	39.21939096	37.74850071	46.36233959	108.6357144	121.4663444	122.612306
SMLT_RS04600	37.18701818	41.07412285	42.49257414	70.85554416	84.03054812	89.08165181
SMLT_RS04605	244.3435101	306.0356759	253.5017439	260.7824298	274.3621029	255.8177423
SMLT_RS04610	111.2761713	124.4539787	87.64456063	142.8647889	115.7503609	114.5219039
SMLT_RS04615	222.1885872	234.0866999	226.7340121	260.7583319	259.2760862	264.067175
SMLT_RS04620	48.57492564	49.72542795	48.16769856	109.7866549	120.7387323	125.5615797
SMLT_RS04625	46.11288023	41.11529222	47.26170213	17.26408186	17.57048432	18.80850151
SMLT_RS04630	658.0813512	401.1142722	605.5393324	40.66383043	26.1150827	15.40467967
SMLT_RS04635	162.0640639	162.9704348	156.3806703	124.591866	100.6183779	105.002276
SMLT_RS04640	3.82411295	2.583194565	3.701687096	2.146146606	2.737449062	3.601317731
SMLT_RS04645	2.252422549	2.26844073	1.95356052	2.878239307	3.373577982	2.375738399
SMLT_RS04650	3.265204135	3.01312485	3.44427747	2.590614838	4.665001952	2.48213899
SMLT_RS04655	59.50289699	66.27077467	61.83926467	62.64270146	52.12612691	54.42305695
SMLT_RS04660	40.42515953	39.78038653	49.7047226	24.97670619	25.70442886	17.50985518
SMLT_RS04665	29.01997877	29.22754539	30.31381595	16.73191221	13.23195233	17.90925575
SMLT_RS04670	36.38103109	39.51368762	42.17991975	51.80898396	37.07915953	44.15528697
SMLT_RS04675	264.2355823	304.3920176	305.6300889	56.75889559	74.93725026	89.48036014
SMLT_RS04680	63.86662866	63.40568478	78.03309046	65.25238769	65.64667695	97.12419779
SMLT_RS04685	124.1377124	121.0032152	117.1880666	103.6653082	144.0898026	146.4719151
SMLT_RS04690	426.8737426	448.8870122	529.1445681	990.5587709	1362.929059	1353.106448
SMLT_RS04695	9.627744046	7.41437443	7.092910113	10.78398729	12.99099586	11.67523974
SMLT_RS04700	35.14113695	29.01734309	34.04086114	14.51468535	15.51151639	19.39719649
SMLT_RS04705	30.96700161	29.30343242	32.18858345	14.21194074	17.39516126	21.92106445
SMLT_RS04710	189.5996712	191.0524389	247.3487801	126.1456558	95.13238911	88.65220091
SMLT_RS04715	9.21884372	17.29245949	14.53753478	3.473284218	2.953491495	11.78613076
SMLT_RS04720	1065.195488	1046.605524	1119.390178	3142.164456	1729.26927	1774.654545
SMLT_RS04725	345.2876011	345.0257393	296.9810676	2551.706139	1717.455305	1996.907297
SMLT_RS04730	17.83118456	30.86855707	28.40557782	255.7129337	218.4417855	194.4711575
SMLT_RS04735	0.849104027	3.337141304	0	109.0885451	89.77059676	104.0591281
SMLT_RS04740	21.68551856	21.82255276	16.46799333	23.91765636	34.51342907	50.2427742
SMLT_RS04745	91.86306624	117.8599788	50.79585681	218.1494903	105.6828751	88.46531086
SMLT_RS04750	258.7749349	283.7110849	289.8420996	892.4392971	1091.470075	997.0648286
SMLT_RS04755	244.3361163	241.8921818	265.3737708	636.9718893	676.6345384	633.9697702
SMLT_RS04760	551.2225369	541.1109952	418.5006911	548.7071073	565.9908545	592.7601483
SMLT_RS04765	172.8231928	184.415227	189.5699286	123.3427357	144.3199248	142.2520504
SMLT_RS04770	643.9007767	545.1030849	738.6452194	1028.62648	1093.77635	1230.938316
SMLT_RS04775	361.3786738	398.1877004	393.3856911	370.8541336	418.4506751	504.7606932
SMLT_RS04780	298.3553058	318.6753248	161.9896732	5451.898461	5429.994114	6196.137312
SMLT_RS04785	31.84691467	37.05527033	25.95988353	478.1554607	527.1982319	548.8969467
SMLT_RS04790	12.57115053	8.234504517	23.88309285	769.911335	769.3845345	1000.137381
SMLT_RS04795	6.704613614	5.764153162	8.30716273	121.5649476	153.5815578	173.4244954
SMLT_RS04800	79.97205534	79.19227399	103.3383863	216.852973	227.8257807	221.3153357
SMLT_RS04805	50.17355695	46.97304481	57.90178956	461.2646866	785.73211	915.0948356
SMLT_RS04810	166.1802025	151.013278	160.9580648	433.9683237	503.740174	556.0434577
SMLT_RS04815	147.4023722	161.1926395	120.3645353	124.3410852	141.6564389	170.4734366
SMLT_RS04820	54.98745195	46.74944529	46.42062706	82.06304853	85.59583465	97.59332554
SMLT_RS04825	114.1650524	134.1740515	85.96409738	118.741718	95.68989659	116.8952313
SMLT_RS04830	37.89533206	43.43963936	45.81901032	46.40734691	37.7418509	37.69890051
SMLT_RS04835	4.254850948	6.270891902	1.757284424	8.816798399	4.998216377	2.849394249
SMLT_RS04840	11.26951613	10.27289979	13.27298162	21.69495734	25.18067226	22.42573551
SMLT_RS04845	458.574878	535.1126681	365.2331268	300.0202897	242.8608655	219.2802352
SMLT_RS04850	154.395821	158.9684074	159.7601482	60.62379305	61.36181829	61.41846171
SMLT_RS04855	412.5739859	442.402598	382.4050065	156.5432352	106.1287944	118.5841903
SMLT_RS04860	72.34631654	88.91656577	72.25230501	42.60049423	44.71386148	28.19156537
SMLT_RS04865	50.30179343	49.09876104	38.33808851	61.94617246	51.02345884	46.8725354
SMLT_RS04870	9.740665063	12.36211464	12.82320285	29.71587609	37.18798726	42.40042008
SMLT_RS04880	13.22593398	12.14040072	12.06128802	8.779876456	6.537900775	5.219186192
SMLT_RS04885	14.09818668	11.8528645	14.58664807	11.44462795	7.683069092	6.715970905
SMLT_RS04890	12.36539517	10.63089326	4.94740455	16.19248338	17.70326339	24.06629095
SMLT_RS04900	48.97887313	41.49342607	36.90799781	84.26781527	92.34245591	113.865193
SMLT_RS04905	10.40837194	16.36275736	20.63392033	199.3839428	221.3054353	248.1424088
SMLT_RS04910	114.8185683	113.812269	122.8042884	135.3431052	137.5246704	134.9378697
SMLT_RS04915	122.6307249	123.0583851	149.4512921	135.248894	178.1801855	156.303921
SMLT_RS04920	20.54265676	27.15876832	29.05084033	46.65392546	51.54827156	55.74839848
SMLT_RS04925	321.942509	277.223744	400.8927125	148.0841158	84.0186289	92.91399747
SMLT_RS04930	381.9359969	491.8744032	465.2011129	301.0420856	348.4504654	312.8235539
SMLT_RS04935	5.857511471	6.665725836	6.027485573	10.83486559	8.571941086	7.712360434
SMLT_RS04940	12.63323028	11.47340963	11.33773876	6.886536363	9.987176797	6.859652822
SMLT_RS04945	79.41347766	84.74030199	85.82326611	23.08119935	21.81218483	21.06431126
SMLT_RS04950	45.08825357	46.46996442	42.01836871	38.66935667	40.80452135	36.59971115
SMLT_RS04955	25.81276242	22.02513261	15.99128826	34.72065522	43.28937666	41.16874796
SMLT_RS04960	133.9986049	157.2709632	100.3374949	1240.200828	1161.396828	1373.246004
SMLT_RS04965	789.9367165	814.8443388	810.2252716	6841.966177	8269.88221	8294.11176
SMLT_RS04970	28.17497329	34.87960983	33.60132655	906.3342206	1073.96108	1191.748947
SMLT_RS04975	101.5367921	118.1467358	123.9682244	233.969829	335.46458	351.8528818
SMLT_RS04980	35.91934664	35.22538044	37.90527587	345.5531876	417.656514	489.6420184
SMLT_RS04985	24.45967406	24.28846796	23.21316037	363.89966	449.6412919	447.6670283
SMLT_RS04990	283.9403866	283.2120587	335.4839015	1783.324014	1964.804064	2008.454899
SMLT_RS04995	200.1357688	175.0559167	229.676935	574.4128256	657.4979517	673.6944875
SMLT_RS05000	32.71507618	34.18797363	36.08290683	113.7693542	129.0372861	142.9446115
SMLT_RS05005	43.14279971	52.95747872	48.86226967	45.83296142	44.86275712	55.7899052
SMLT_RS05010	56.19895721	73.40207653	46.34112062	43.63682705	43.87886126	46.7197976
SMLT_RS05015	44.43733133	46.97453554	43.61260433	62.9715744	62.0233214	55.67930737
SMLT_RS05020	63.07355788	51.58428593	62.56478597	64.7201708	54.28500682	43.58204848
SMLT_RS05025	1.720850828	2.536227391	3.198257651	22.58406583	25.77413578	22.47222264
SMLT_RS05035	14.18019537	13.63753555	15.187257	15.27296425	17.36345	18.95218605
SMLT_RS05040	18.5230471	15.55787636	14.80674838	14.85793804	21.58373299	18.60680828
SMLT_RS05045	14.47831225	10.29664967	14.18030903	15.61988358	12.87734914	9.41883099
SMLT_RS05050	10.04356871	10.93022834	10.45182239	15.18568668	16.81487376	13.92862593
SMLT_RS05055	11.30971549	8.933446997	10.99057612	28.79682837	19.14694744	23.16723984
SMLT_RS05060	14.08434457	9.435369759	9.835911427	22.99442792	33.16524825	22.12238035
SMLT_RS05065	13.19605061	10.43584837	16.35019497	28.60430965	32.13732641	23.49388326
SMLT_RS05070	3.226595302	2.593868923	1.453753478	3.646948429	6.20233214	6.285936404
SMLT_RS05075	4.623474975	4.317256992	4.59099485	9.105016911	7.626851514	8.037087132
SMLT_RS05080	1.175444554	2.771833215	3.058443109	6.820037135	11.80589633	7.793015419
SMLT_RS05085	3.956805833	4.029123782	3.922055091	8.149504479	6.845383298	7.515793526
SMLT_RS05090	5.52042854	7.668534148	3.537895632	8.152142997	9.391928708	6.119053137
SMLT_RS05095	1.310292508	2.896706411	1.217610781	4.676102328	6.349257098	3.071174512
SMLT_RS05100	5.464864115	4.455534606	6.915151678	5.943175217	7.375746329	6.307172676
SMLT_RS05105	3.926544547	1.174179348	2.115249769	3.537604296	7.821283034	3.772809052
SMLT_RS05110	2.655633993	3.131144928	2.138752544	2.38460734	3.97749009	6.402342634
SMLT_RS05115	6.802508614	5.780575251	6.83388387	2.285836622	7.127086315	4.432391054
SMLT_RS05120	11.73307383	7.68553755	12.86012692	6.026296549	8.746878659	7.555212024
SMLT_RS05125	185.6972817	196.8218132	251.3214183	62.21761556	54.18964669	63.81084855
SMLT_RS05130	146.9388471	167.5934297	181.3096767	19.25253944	22.95542334	20.28911398
SMLT_RS05135	183.9725391	204.678	276.340683	29.71587609	23.9388258	18.1961317
SMLT_RS05140	29.92784048	26.18930458	33.89457837	10.65895555	8.651803891	5.167108049
SMLT_RS05145	85.57311802	108.7148391	107.8060533	8.12513685	9.925854602	10.37401411
SMLT_RS05150	153.1557237	166.8274017	164.88795	153.3339206	166.7738198	179.7777812
SMLT_RS05155	74.40149167	77.33007046	66.4735904	76.56208074	76.69812032	79.82214831
SMLT_RS05160	98.88222295	129.7604712	95.45187563	149.7311586	118.4105873	129.9824446
SMLT_RS05165	35.87117171	52.88253467	42.57615083	11.00279283	18.07442902	23.82021658
SMLT_RS05170	25.58137311	34.98680216	27.39543406	11.01026484	16.08240837	33.22968871
SMLT_RS05175	4.438702532	5.032197205	3.87795791	5.26709973	6.216917283	8.803221121
SMLT_RS05180	19.93263507	16.40224278	18.52272771	11.58804434	12.73194307	13.51537002
SMLT_RS05185	23.20360202	24.16852491	21.46978516	19.12271656	29.65569817	33.81237203
SMLT_RS05190	18.45134499	24.79866783	18.00500604	13.73533828	10.61287944	19.2070279
SMLT_RS05195	4.616016169	5.44254805	4.689862793	3.060862773	7.808372365	3.524036235
SMLT_RS05200	32.9829742	36.3660118	43.32031527	6.41485579	8.663575053	7.271231991
SMLT_RS05205	31.56451926	33.44879603	37.77652153	5.297177911	6.509452451	5.824739983
SMLT_RS05210	5.004210306	4.770103601	5.552530644	4.849465889	7.896487678	4.201537353
SMLT_RS05215	19.0975833	26.35129421	24.34571129	4.857402822	5.831252439	5.540488818
SMLT_RS05220	3.953535745	3.508614968	2.949644738	3.112532475	7.640554086	5.466031656
SMLT_RS05225	70.26807547	66.69338696	61.79349659	93.77009787	105.2865024	115.2421674
SMLT_RS05230	49.09175674	51.28210293	47.0909102	45.30303808	34.99645828	34.73172683
SMLT_RS05235	6.223403401	6.52244433	5.891943497	21.91215195	18.16426483	16.47843306
SMLT_RS05240	10.98222311	12.17282134	10.90826273	10.9710513	11.6748071	8.296706672
SMLT_RS05245	116.8991769	89.35099948	122.4160687	22.13320426	22.74188451	13.70984405
SMLT_RS05250	13.48427887	10.40988855	20.420053	8.279050054	9.051496324	8.600161747
SMLT_RS05255	20.40563696	19.61522897	19.07636556	18.11447241	18.04293349	15.83593139
SMLT_RS05260	98.99602617	93.64294565	133.7470885	30.80039711	26.55986513	25.07778917
SMLT_RS05265	22.93833238	23.5667147	34.43551748	20.24887132	18.95157043	9.178579705
SMLT_RS05270	98.53860412	75.31715736	124.8645388	50.92923271	38.45087411	38.59446864
SMLT_RS05275	119.8610993	92.47355777	140.2560497	43.13091726	26.56204359	20.98405607
SMLT_RS05280	44.66080083	40.98172309	46.9662836	32.52438877	44.37440881	35.96925881
SMLT_RS05285	31.40552761	30.50517946	33.9370673	19.31531946	16.29835057	17.1422724
SMLT_RS05290	0.282106693	0.06929583	0.174768178	0.097429102	0	0.141691189
SMLT_RS05295	39.38567035	35.12615401	35.28594122	14.23013784	7.47385876	10.95612155
SMLT_RS05300	10.66417091	8.060044676	11.18034984	132.7141246	182.1278039	220.2907745
SMLT_RS05305	5.909515205	3.71608409	3.953889953	15.34776018	17.49375732	20.89555783
SMLT_RS05310	15.26677643	16.2769627	12.61057966	9.473181974	12.90996241	12.1816385
SMLT_RS05315	387.5328749	443.2806605	305.30105	290.5552328	162.8431237	194.3568299
SMLT_RS05320	196.8549053	216.2197897	142.1447845	120.4843703	116.9254466	133.0523205
SMLT_RS05325	97.78178402	94.40846441	96.26721899	161.5156293	156.5148624	152.9594383
SMLT_RS05330	8.787881513	8.247893956	10.2383248	18.11943664	16.6404033	12.64853057
SMLT_RS05335	78.52190572	89.38771351	87.37094836	22.78961925	17.09916129	21.60790639
SMLT_RS05340	25.61940839	22.08512616	26.05322244	55.09123095	54.08650437	60.21079533
SMLT_RS05345	21.88967738	22.81114944	19.54882155	42.21748915	32.14253134	34.64880143
SMLT_RS05350	16.22412327	22.56812509	16.80440461	23.42013963	24.79764809	26.73520621
SMLT_RS05355	166.3489133	188.1035315	171.4621463	82.54410024	92.23097608	77.3082873
SMLT_RS05360	188.8338217	206.3508164	166.6267822	172.3974491	139.7497483	132.2865719
SMLT_RS05365	36.75037361	36.18064499	40.56547134	59.02882504	56.01955733	41.60437569
SMLT_RS05370	20.62849573	22.46868115	21.01904345	40.4960835	37.90314086	45.26072505
SMLT_RS05375	64.53190604	69.56429434	66.01260273	78.71755255	77.31236678	81.28007171
SMLT_RS05380	310.4836989	327.1972602	408.3310083	1018.749941	667.5958866	523.8898058
SMLT_RS05385	0.408429785	0.356712713	0.224912634	51.97143729	46.77919283	54.79473308
SMLT_RS05390	67.22073546	78.81678872	69.85083551	107.3486024	105.4970754	115.7823651
SMLT_RS05395	88.14684267	95.7977194	88.79220743	98.99908718	112.2674553	125.8895416
SMLT_RS05400	94.781237	108.7583621	79.26237495	56.80065898	52.11681868	57.84616606
SMLT_RS05405	283.8698599	315.6425073	256.4723007	133.4778696	133.3859165	149.0119009
SMLT_RS05410	108.0039984	111.9407748	91.20779679	111.9238686	110.4184313	107.0044227
SMLT_RS05415	223.2077616	216.5674688	155.0670376	586.9850328	280.5816921	300.2657122
SMLT_RS05420	66.459746	70.58368683	77.94495848	130.5676348	150.986804	167.2574263
SMLT_RS05425	39.57145182	40.67534496	37.96673784	73.44867485	64.3638241	75.42382419
SMLT_RS05430	212.3703516	258.9992446	217.3085151	178.2952565	151.4463216	144.0527093
SMLT_RS05435	158.1895264	181.5007011	159.1347177	187.4052331	155.6242097	153.4634519
SMLT_RS05440	5.084331991	7.205191453	8.116790251	28.09501012	37.04170584	39.48353804
SMLT_RS05445	3.60132809	3.060304545	1.688371309	15.59747342	18.00827959	22.09677305
SMLT_RS05450	10.98095371	7.389939951	8.014281993	24.72859618	24.12018054	34.75397531
SMLT_RS05455	19.53112903	20.48690838	16.18750038	89.32993425	101.3850884	87.22700861
SMLT_RS05460	67.27405502	65.02226032	81.23997244	265.338361	302.6882552	316.2222221
SMLT_RS05465	149.1026671	166.9126842	164.5419397	98.53158913	97.35122494	94.84733646
SMLT_RS05470	37.11963484	44.60075092	37.03965057	54.47910616	51.21783393	51.41573623
SMLT_RS05475	51.68021289	52.12162224	46.98005589	53.01010098	42.07891061	42.66645922
SMLT_RS05480	3.176676106	3.656305311	2.811407921	38.11656679	44.14036657	45.22160999
SMLT_RS05485	6.604142431	6.365288044	9.741281832	50.65601099	53.64070226	60.52741029
SMLT_RS05490	55.44963778	48.611025	61.00380335	124.1463268	115.3940066	96.0351395
SMLT_RS05495	280.2429762	287.8295544	273.4253404	306.2883373	297.3646011	299.1263186
SMLT_RS05500	14888.31984	6730.309844	20620.44834	11347.92057	6879.593933	4739.069818
SMLT_RS05505	147.0091487	134.1678302	129.8003738	60.25263273	38.53136971	34.02349901
SMLT_RS05510	43.46570531	55.63281158	61.89465564	37.9429988	59.51732862	59.64496474
SMLT_RS05515	41.21988744	49.35023742	42.66969362	36.30313926	46.86545988	47.04775677
SMLT_RS05520	19.70132957	20.85869256	20.12610734	66.26362649	70.20936932	85.46229891
SMLT_RS05525	87.03840413	104.6976585	89.49856801	255.0612697	228.9396502	213.278039
SMLT_RS05530	206.9194699	202.3619243	221.0735932	515.2599857	469.6878014	373.1395178
SMLT_RS05535	122.5981876	117.6486984	159.7588239	317.083857	345.9483203	262.5423077
SMLT_RS05540	57.96762765	54.37608022	53.55454909	110.3533239	106.9473599	101.2426788
SMLT_RS05545	4.771256167	3.457063359	5.713533392	15.61280231	18.03569528	16.49376745
SMLT_RS05550	62.1239991	42.11273094	82.34320072	151.0187434	139.7324745	155.7704296
SMLT_RS05555	86.80397981	93.98630267	73.82408885	211.4297732	258.6134655	246.86555
SMLT_RS05560	97.42525259	105.5000144	89.50679399	258.4043058	330.2311147	311.153852
SMLT_RS05565	510.0174438	615.2302791	397.4947659	959.4866102	1152.62022	953.16437
SMLT_RS05570	926.3913623	1013.551613	698.8785238	747.2992542	529.520916	498.7424912
SMLT_RS05575	79.06611911	73.11646534	60.74768662	42.56598466	36.53726191	41.65848619
SMLT_RS05580	184.6329534	179.1797685	193.5242014	88.32218726	49.06351011	51.37879963
SMLT_RS05585	2.973820555	3.116715688	2.82488195	10.27046409	14.49751471	13.14397992
SMLT_RS05590	111.8142334	76.72239185	91.78770467	493.6097794	511.0139444	651.8471044
